D#COD_IBGE,cS#UF,cS#REGIAO,C#IDHM_RENDA_2000,C#PERCAPITA,D#POPULAÇÃO,cS#PERIODICIDADE DAS SESSÕES,D#PROJETOS DE LEI APRESENTADOS
4305587,MG,SUDESTE, 0.70,12901.06,8269,,0
5222054,RS,SUL, 0.70,12902.95,2513,SEMANAL,4
5107305,SP,SUDESTE, 0.70,12965.82,4742,,5
3537404,RS,SUL, 0.70,13197.39,8258,SEMANAL,4
5108501,SP,SUDESTE, 0.70,13255.3,36614,QUINZENAL,27
3130309,MG,SUDESTE, 0.70,14131.01,17498,,
4311791,SP,SUDESTE, 0.70,14340.18,28772,SEMANAL,5
3542503,MS,CENTRO-OESTE, 0.70,14347.43,9543,SEMANAL,12
4303806,PR,SUL, 0.70,14388.3,14082,SEMANAL,13
3536703,MG,SUDESTE, 0.70,14514.1,3737,QUINZENAL,3
3147303,RS,SUL, 0.70,14536.48,6391,QUINZENAL,1
3542206,PR,SUL, 0.70,14694.91,13641,SEMANAL,16
5007935,PR,SUL, 0.70,14701.06,8018,SEMANAL,0
4107504,RS,SUL, 0.70,14842.21,4127,SEMANAL,1
3156403,RS,SUL, 0.70,14870.01,1887,,0
4308706,SP,SUDESTE, 0.70,14916.38,3950,QUINZENAL,2
4116703,PR,SUL, 0.70,14948.65,31986,SEMANAL,18
4127957,RS,SUL, 0.70,15144.29,3941,SEMANAL,3
4300059,RS,SUL, 0.70,15173.32,3387,QUINZENAL,1
4322558,PR,SUL, 0.70,15360.76,7125,SEMANAL,48
3541059,SP,SUDESTE, 0.70,15394.19,8472,QUINZENAL,3
4107207,MG,SUDESTE, 0.70,15970.09,37901,QUINZENAL,54
4307054,SP,SUDESTE, 0.70,16121.04,2610,QUINZENAL,2
4318481,MG,SUDESTE, 0.70,16241.1,13691,SEMANAL,20
4117222,SP,SUDESTE, 0.70,16435.63,3476,SEMANAL,3
3536604,RS,SUL, 0.70,16467.16,6228,,
3131901,SC,SUL, 0.70,16816.97,3391,SEMANAL,0
3513306,MG,SUDESTE, 0.70,16978.1,98322,SEMANAL,32
3133758,RS,SUL, 0.70,17057.87,4806,SEMANAL,3
3521150,SP,SUDESTE, 0.70,17312.55,4117,QUINZENAL,9
4307559,MS,CENTRO-OESTE, 0.70,17544.92,11015,SEMANAL,12
4218855,SC,SUL, 0.70,17691.11,2729,SEMANAL,3
3131703,PR,SUL, 0.70,17837.57,6382,SEMANAL,6
4316758,SP,SUDESTE, 0.70,18154.34,14230,SEMANAL,10
3524501,SC,SUL, 0.70,18586.35,10736,SEMANAL,5
5000203,SP,SUDESTE, 0.70,18629.73,31105,QUINZENAL,3
4213005,AM,NORTE, 0.70,18635.36,1405835,MENSAL,0
4107405,RS,SUL, 0.70,18666.22,61234,BIMESTRAL,34
3521903,SP,SUDESTE, 0.70,18829.33,10038,QUINZENAL,5
4214201,SP,SUDESTE, 0.70,18925.14,12990,QUINZENAL,10
3541604,SP,SUDESTE, 0.70,19165.54,37340,QUINZENAL,10
1302603,PR,SUL, 0.70,19630.3,4064,SEMANAL,2
4322608,SP,SUDESTE, 0.70,19758.39,5434,QUINZENAL,7
3539004,SP,SUDESTE, 0.70,19811.91,4316,QUINZENAL,1
3552700,RS,SUL, 0.70,20413.95,10003,QUINZENAL,13
3531803,RJ,SUDESTE, 0.70,20645.48,19835,QUINZENAL,3
4113601,RS,SUL, 0.70,21065.58,4072,QUINZENAL,8
3515608,SP,SUDESTE, 0.70,21231.69,22258,QUINZENAL,10
3501202,RS,SUL, 0.70,21289.76,8065,SEMANAL,30
5205497,GO,CENTRO-OESTE, 0.70,21676.56,8646,SEMANAL,1
4316709,MT,CENTRO-OESTE, 0.70,22303.03,9815,QUINZENAL,3
3301108,SP,SUDESTE, 0.70,22748.49,3739,QUINZENAL,4
4305603,ES,SUDESTE, 0.70,231.43,64637,SEMANAL,13
3553302,SP,SUDESTE, 0.70,23467.44,13193,QUINZENAL,28
4304358,PR,SUL, 0.70,23529.22,10445,SEMANAL,1
3301702,SC,SUL, 0.70,23753.72,6907,SEMANAL,0
5204102,SC,SUL, 0.70,23836.52,13993,SEMANAL,4
5101902,MT,CENTRO-OESTE, 0.70,23977.07,3950,QUINZENAL,
3507308,SP,SUDESTE, 0.70,24019.03,3674,SEMANAL,0
3200607,SC,SUL, 0.70,24705.21,19955,SEMANAL,7
3507407,GO,CENTRO-OESTE, 0.70,2640.86,40377,QUINZENAL,20
4105300,PR,SUL, 0.70,28547.77,11143,SEMANAL,5
4207700,MG,SUDESTE, 0.70,32106.98,19219,,
4211751,MG,SUDESTE, 0.70,3416.21,97451,QUINZENAL,36
5108907,MG,SUDESTE, 0.70,3717.37,36299,SEMANAL,4
3508207,SP,SUDESTE, 0.70,38757.54,5954,BIMESTRAL,
4203907,SC,SUL, 0.70,39297.11,5158,,
4103453,MG,SUDESTE, 0.70,3956.1,4673,QUINZENAL,0
3119401,SP,SUDESTE, 0.70,3982.62,22614,SEMANAL,23
3110004,PE,NORDESTE, 0.70,4065.98,367902,SEMANAL,57
3102050,SC,SUL, 0.70,4088.38,17678,QUINZENAL,25
3520004,MG,SUDESTE, 0.70,4522.12,102836,SEMANAL,102
3125101,MG,SUDESTE, 0.70,4578.59,18249,,
3512100,MG,SUDESTE, 0.70,4702.35,92101,SEMANAL,50
4219176,MG,SUDESTE, 0.70,4765.11,3720,SEMANAL,
2609600,PI,NORDESTE, 0.70,4857.59,715360,MENSAL,60
4212502,GO,CENTRO-OESTE, 0.70,4899.88,2924,DIÁRIO,3
3118304,RN,NORDESTE, 0.70,5021.91,124690,MENSAL,8
3137809,RO,NORTE, 0.70,5046.48,18207,SEMANAL,17
3143906,MG,SUDESTE, 0.70,5128.41,4644,,
3120706,MG,SUDESTE, 0.70,5132.09,2353,MENSAL,2
2211001,SP,SUDESTE, 0.70,5137.95,20749,SEMANAL,5
5206305,MG,SUDESTE, 0.70,5188.49,6479,MENSAL,1
2403251,MG,SUDESTE, 0.70,5309.19,17278,QUINZENAL,2
1100056,RJ,SUDESTE, 0.70,5327.59,63227,,
3144409,RS,SUL, 0.70,5340.34,227429,QUINZENAL,70
3125200,ES,SUDESTE, 0.70,5341.24,32756,SEMANAL,21
3547700,RO,NORTE, 0.70,5350.35,2937,SEMANAL,5
3130606,SP,SUDESTE, 0.70,5383.67,4932,QUINZENAL,
3115102,MG,SUDESTE, 0.70,5389.32,13887,SEMANAL,25
3305208,SP,SUDESTE, 0.70,5443.05,22661,SEMANAL,2
4323002,GO,CENTRO-OESTE, 0.70,5487.04,43897,QUINZENAL,6
3201407,RJ,SUDESTE, 0.70,56032.56,22118,QUINZENAL,2
1100262,MG,SUDESTE, 0.70,5619.63,7737,QUINZENAL,1
3520608,MG,SUDESTE, 0.70,5699.32,20537,,
3145109,RS,SUL, 0.70,5739.57,4578,SEMANAL,8
3501301,MG,SUDESTE, 0.70,5761.6,22360,SEMANAL,47
5210000,SP,SUDESTE, 0.70,5789.56,12475,QUINZENAL,0
3112802,SP,SUDESTE, 0.70,5857.17,9713,MENSAL,0
3110509,MG,SUDESTE, 0.70,5875.86,12766,SEMANAL,27
4310538,MG,SUDESTE, 0.70,5921.07,85065,SEMANAL,4
3100203,MG,SUDESTE, 0.70,5941.19,62907,,31
3514502,SP,SUDESTE, 0.70,5959.82,5884,SEMANAL,8
3504909,SC,SUL, 0.70,5982.62,6873,SEMANAL,0
3110301,MG,SUDESTE, 0.70,6024.42,3838,QUINZENAL,3
3169901,SP,SUDESTE, 0.70,6035.52,14662,QUINZENAL,4
3126109,MA,NORDESTE, 0.70,6066.5,870028,MENSAL,117
3534104,MG,SUDESTE, 0.70,6255.93,8480,QUINZENAL,5
4201505,RJ,SUDESTE, 0.70,6257.09,37410,QUINZENAL,
3304003,SC,SUL, 0.70,6317.55,10574,,9
3141207,MG,SUDESTE, 0.70,6326.45,12538,QUINZENAL,
3541208,RJ,SUDESTE, 0.70,6354.47,82803,QUINZENAL,80
2111300,PR,SUL, 0.70,6361.95,18368,SEMANAL,12
3147709,RJ,SUDESTE, 0.70,6464.78,86720,QUINZENAL,10
3303708,MG,SUDESTE, 0.70,65385.53,9024,MENSAL,2
4207106,SC,SUL, 0.70,6575.05,9004,SEMANAL,5
3110707,MG,SUDESTE, 0.70,6589.23,43899,MENSAL,14
3300209,SC,SUL, 0.70,6708.56,5782,SEMANAL,10
4124053,RJ,SUDESTE, 0.70,6787.6,71976,QUINZENAL,
3302205,MG,SUDESTE, 0.70,6801.66,12819,,0
4203709,RS,SUL, 0.70,6829.27,9523,SEMANAL,2
3143104,MG,SUDESTE, 0.70,6887.55,29416,,
4200507,RS,SUL, 0.70,6899.13,30093,SEMANAL,7
3306008,SP,SUDESTE, 0.70,6904.56,5594,QUINZENAL,1
3111507,AC,NORTE, 0.70,6908.84,253059,MENSAL,45
4321667,SP,SUDESTE, 0.70,6985.07,2615,QUINZENAL,5
3146008,SP,SUDESTE, 0.70,7025.24,20003,SEMANAL,13
4311007,MG,SUDESTE, 0.70,7041.65,18195,,
3501806,SP,SUDESTE, 0.70,7053.24,18316,QUINZENAL,0
1200401,MG,SUDESTE, 0.70,7079.55,6325,MENSAL,1
3544509,MT,CENTRO-OESTE, 0.70,7086.85,46982,SEMANAL,
3127008,RS,SUL, 0.70,7168.01,8107,SEMANAL,
3167400,MT,CENTRO-OESTE, 0.70,7185.94,23796,SEMANAL,7
3554300,PR,SUL, 0.70,7198.34,25729,SEMANAL,2
3143401,MG,SUDESTE, 0.70,72.8,5855,,
3527405,RO,NORTE, 0.70,7232.15,31752,SEMANAL,3
3164308,SP,SUDESTE, 0.70,7234.1,2893,QUINZENAL,9
5100250,GO,CENTRO-OESTE, 0.70,7297.2,27879,SEMANAL,10
4314209,SP,SUDESTE, 0.70,7401.04,4951,QUINZENAL,1
5104807,SP,SUDESTE, 0.70,7404.19,5764,QUINZENAL,2
4116901,AP,NORTE, 0.70,7414.81,283308,QUINZENAL,33
1100189,PR,SUL, 0.70,7415.99,28659,SEMANAL,12
3515129,SC,SUL, 0.70,7443.89,1900,SEMANAL,
5210406,MG,SUDESTE, 0.70,7449.94,27452,SEMANAL,10
3544608,PR,SUL, 0.70,7581.02,13169,SEMANAL,2
3547908,SC,SUL, 0.70,7581.15,4979,SEMANAL,1
1600303,SP,SUDESTE, 0.70,7588.99,4383,QUINZENAL,20
4108809,SC,SUL, 0.70,7666.91,36061,QUINZENAL,4
4210050,SC,SUL, 0.70,7720.19,5246,SEMANAL,4
3119302,PR,SUL, 0.70,7745.36,15031,MENSAL,
4117107,RS,SUL, 0.70,7943.21,2571,SEMANAL,6
4207601,SP,SUDESTE, 0.70,80037.44,6290,QUINZENAL,1
3507704,MG,SUDESTE, 0.70,8123.1,5759,SEMANAL,21
4204806,SP,SUDESTE, 0.70,8128.5,92800,,
4207403,MG,SUDESTE, 0.70,8293.73,38758,SEMANAL,19
4102802,GO,CENTRO-OESTE, 0.70,8308.92,23557,SEMANAL,1
4320651,MG,SUDESTE, 0.70,8347.59,2744,QUINZENAL,5
3168804,SC,SUL, 0.70,8429.44,3429,SEMANAL,0
3556503,ES,SUDESTE, 0.70,8448.8,112617,SEMANAL,17
3137205,MG,SUDESTE, 0.70,8603.49,63980,SEMANAL,48
5217104,PR,SUL, 0.70,8631.29,36569,SEMANAL,6
3103801,SP,SUDESTE, 0.70,8681.23,2726,QUINZENAL,11
4201802,SC,SUL, 0.70,8681.32,8857,MENSAL,1
3203205,SP,SUDESTE, 0.70,8682.29,1313,,
3115300,MT,CENTRO-OESTE, 0.70,8716.68,11289,QUINZENAL,5
4125605,RS,SUL, 0.70,8733.29,62249,SEMANAL,45
3516507,SP,SUDESTE, 0.70,8823.18,10371,SEMANAL,10
4200705,RS,SUL, 0.70,8980.09,29833,SEMANAL,16
3504701,GO,CENTRO-OESTE, 0.70,8994.85,18578,,
5105606,AP,NORTE, 0.70,9187.49,12886,SEMANAL,
4318309,SC,SUL, 0.70,9193.87,51631,SEMANAL,20
3522901,RS,SUL, 0.70,9237.58,24136,SEMANAL,6
4311304,RS,SUL, 0.70,9268.93,11845,QUINZENAL,1
5214507,GO,CENTRO-OESTE, 0.70,9295.24,3470,SEMANAL,9
3534757,RS,SUL, 0.70,9427.96,16509,QUINZENAL,2
1600501,SP,SUDESTE, 0.70,9481.27,3759,QUINZENAL,4
4203808,SP,SUDESTE, 0.70,9544.91,10824,QUINZENAL,0
4321808,RS,SUL, 0.70,9546.33,2137,QUINZENAL,2
4301909,MG,SUDESTE, 0.70,9629.3,22969,,
5219209,SP,SUDESTE, 0.70,9664.3,13109,QUINZENAL,4
4308904,SP,SUDESTE, 0.70,9687.02,4768,QUINZENAL,0
3529500,RS,SUL, 0.70,9701.94,4372,SEMANAL,3
3516903,MG,SUDESTE, 0.70,9709.47,18928,QUINZENAL,10
4300554,SP,SUDESTE, 0.70,9746.85,4763,SEMANAL,14
3110608,SP,SUDESTE, 0.70,9819.58,15510,QUINZENAL,5
3538105,PR,SUL, 0.70,9932.1,20491,SEMANAL,4
3532801,PR,SUL, 0.70,9945.3,88186,SEMANAL,83
4302659,SC,SUL, 0.70,,6045,QUINZENAL,15
3171006,SP,SUDESTE, 0.70,,7805,QUINZENAL,21
3503000,GO,CENTRO-OESTE, 0.70,,2823,SEMANAL,1
3535804,MG,SUDESTE, 0.70,,5309,SEMANAL,5
4123501,MG,SUDESTE, 0.70,,3301,SEMANAL,3
4103701,SP,SUDESTE, 0.70,,152523,,
3510609,MG,SUDESTE, 0.71,6194,7361,,
4206603,SC,SUL, 0.71,10101.5,2525,SEMANAL,1
5211305,GO,CENTRO-OESTE, 0.71,10179.06,10223,MENSAL,0
4119954,RS,SUL, 0.71,10269.31,84338,QUINZENAL,52
4200556,RS,SUL, 0.71,10324.58,6587,QUINZENAL,2
5207402,RS,SUL, 0.71,10349.01,11664,QUINZENAL,4
4300406,RS,SUL, 0.71,10398.71,2843,SEMANAL,2
4302204,RS,SUL, 0.71,10478.38,4255,QUINZENAL,4
4306205,RS,SUL, 0.71,10530.81,10788,SEMANAL,8
4319356,RS,SUL, 0.71,10548.16,4831,QUINZENAL,2
4310306,SP,SUDESTE, 0.71,10758.18,6772,QUINZENAL,0
4302402,PR,SUL, 0.71,10807.06,61238,SEMANAL,29
4313607,SP,SUDESTE, 0.71,11157.97,7356,,40
3519808,SP,SUDESTE, 0.71,11514.78,7307,QUINZENAL,9
4127106,SP,SUDESTE, 0.71,11546.23,11655,SEMANAL,4
3506904,MG,SUDESTE, 0.71,11823.85,26614,QUINZENAL,13
3532900,RS,SUL, 0.71,11831.99,38192,SEMANAL,46
3541703,SC,SUL, 0.71,11898.06,12356,SEMANAL,
3109006,MG,SUDESTE, 0.71,12052.92,65291,SEMANAL,3
4313706,MS,CENTRO-OESTE, 0.71,12069.71,11956,SEMANAL,3
4212908,SP,SUDESTE, 0.71,12288.2,6226,SEMANAL,0
3169307,SP,SUDESTE, 0.71,12316.87,363392,SEMANAL,186
5002308,MG,SUDESTE, 0.71,12473.65,46710,,
3537503,SP,SUDESTE, 0.71,12482.02,3693,QUINZENAL,0
3529401,SP,SUDESTE, 0.71,12511.71,19019,,0
3140001,SC,SUL, 0.71,12727.19,63322,QUINZENAL,22
3540101,RS,SUL, 0.71,12802.7,15750,SEMANAL,8
3529708,MG,SUDESTE, 0.71,12861.91,3361,QUINZENAL,2
4203006,SP,SUDESTE, 0.71,12987.11,8282,QUINZENAL,
4313375,RS,SUL, 0.71,13261.55,6312,SEMANAL,2
3149200,MS,CENTRO-OESTE, 0.71,13262.7,7872,SEMANAL,6
3519105,RS,SUL, 0.71,13269.89,6107,QUINZENAL,0
4313102,RS,SUL, 0.71,13346.51,122751,QUINZENAL,8
5004403,MG,SUDESTE, 0.71,13420.77,184871,SEMANAL,30
4316204,MG,SUDESTE, 0.71,13563.91,8078,SEMANAL,1
4320008,RS,SUL, 0.71,13653.12,60383,SEMANAL,37
3167202,RS,SUL, 0.71,13680.96,24656,SEMANAL,18
3157708,MG,SUDESTE, 0.71,13721.15,538017,SEMANAL,163
4303509,SP,SUDESTE, 0.71,13856.2,11246,QUINZENAL,5
4321907,RS,SUL, 0.71,14040.83,17455,SEMANAL,5
3118601,RJ,SUDESTE, 0.71,14195.95,119247,QUINZENAL,75
3542909,SP,SUDESTE, 0.71,14562.8,33100,MENSAL,12
4300109,SC,SUL, 0.71,14669.87,19647,QUINZENAL,4
3300100,RS,SUL, 0.71,14727.7,2069,SEMANAL,1
3508405,RS,SUL, 0.71,14807.13,40410,SEMANAL,40
4216909,SP,SUDESTE, 0.71,14931.31,9447,QUINZENAL,0
4315149,RS,SUL, 0.71,15102.32,25887,SEMANAL,6
4306601,SC,SUL, 0.71,15231.59,2651,SEMANAL,4
3519402,MG,SUDESTE, 0.71,15453.31,6101,QUINZENAL,6
4321303,RS,SUL, 0.71,15505.52,7466,SEMANAL,24
4210555,SP,SUDESTE, 0.71,15727.9,12912,QUINZENAL,5
3118205,PR,SUL, 0.71,15967.85,28710,SEMANAL,7
4320503,SC,SUL, 0.71,15993.77,4257,SEMANAL,4
3540903,SC,SUL, 0.71,16057.03,6843,SEMANAL,5
4122305,SP,SUDESTE, 0.71,16107.57,5701,QUINZENAL,5
4200309,SP,SUDESTE, 0.71,16296.79,12194,SEMANAL,1
4200408,RS,SUL, 0.71,16505.18,2294,QUINZENAL,1
3519501,MG,SUDESTE, 0.71,16570.32,12364,SEMANAL,
3557204,SC,SUL, 0.71,16780.92,8754,SEMANAL,0
4315453,RJ,SUDESTE, 0.71,16943.88,15289,SEMANAL,37
3149804,MG,SUDESTE, 0.71,17059.68,66277,,
4217907,GO,CENTRO-OESTE, 0.71,18166.1,3427,DIÁRIO,11
3301207,RS,SUL, 0.71,18613.61,3195,QUINZENAL,7
3146107,RS,SUL, 0.71,18683.31,15115,,
5201504,SC,SUL, 0.71,18744.26,3144,SEMANAL,5
4316436,RS,SUL, 0.71,19132.93,2209,SEMANAL,2
4320909,RS,SUL, 0.71,19176.26,2471,QUINZENAL,0
4218350,PR,SUL, 0.71,19766.67,5590,SEMANAL,0
4322855,MT,CENTRO-OESTE, 0.71,20090.14,7274,QUINZENAL,4
4307864,SP,SUDESTE, 0.71,20158.06,32484,SEMANAL,10
4125308,SP,SUDESTE, 0.71,20206.37,16664,QUINZENAL,7
5107065,MG,SUDESTE, 0.71,20404.08,21334,SEMANAL,
3500709,SP,SUDESTE, 0.71,20774.91,3794,QUINZENAL,5
3512001,SP,SUDESTE, 0.71,20963.09,28843,QUINZENAL,20
3156908,MG,SUDESTE, 0.71,22278.96,2092,QUINZENAL,4
3512704,RS,SUL, 0.71,23038.04,29961,SEMANAL,25
3518206,SC,SUL, 0.71,23763.35,5795,SEMANAL,4
3100708,RS,SUL, 0.71,24593.2,27268,SEMANAL,10
4305355,SC,SUL, 0.71,24774.12,13998,QUINZENAL,0
4218608,SP,SUDESTE, 0.71,24892.57,11154,SEMANAL,7
4306767,MG,SUDESTE, 0.71,25373.47,2741,QUINZENAL,1
4208401,RS,SUL, 0.71,25583.13,2757,QUINZENAL,2
3502754,SP,SUDESTE, 0.71,28011.91,8256,QUINZENAL,4
3150703,SC,SUL, 0.71,29412.81,8291,SEMANAL,5
4312757,MG,SUDESTE, 0.71,32929.01,6053,SEMANAL,1
3515202,PR,SUL, 0.71,35354.71,14860,QUINZENAL,27
4204004,MG,SUDESTE, 0.71,3686.73,22129,SEMANAL,2
3115508,SC,SUL, 0.71,4329.13,6043,SEMANAL,12
3162948,SP,SUDESTE, 0.71,4364.1,27205,SEMANAL,75
4104659,MG,SUDESTE, 0.71,4391.72,14439,QUINZENAL,11
4201950,MG,SUDESTE, 0.71,4408.21,3621,SEMANAL,40
3508603,MT,CENTRO-OESTE, 0.71,4488.12,28200,QUINZENAL,8
3108305,SP,SUDESTE, 0.71,4510.83,6328,SEMANAL,2
3154705,SP,SUDESTE, 0.71,4529.75,11085,QUINZENAL,2
5104104,MG,SUDESTE, 0.71,4859.27,12228,SEMANAL,2
3548203,PR,SUL, 0.71,4860.49,27257,SEMANAL,7
3556602,ES,SUDESTE, 0.71,4887.52,88400,QUINZENAL,77
3104304,ES,SUDESTE, 0.71,4921.95,20622,SEMANAL,9
4109609,MG,SUDESTE, 0.71,5025.48,37074,QUINZENAL,0
3202405,SP,SUDESTE, 0.71,5046.81,17041,QUINZENAL,3
3204609,GO,CENTRO-OESTE, 0.71,5053.47,22209,SEMANAL,3
3107109,MG,SUDESTE, 0.71,5127.25,5707,SEMANAL,2
3524600,RJ,SUDESTE, 0.71,5254.74,18601,,40
5205406,RJ,SUDESTE, 0.71,5337.69,40475,QUINZENAL,10
3149705,RJ,SUDESTE, 0.71,5481.01,891119,MENSAL,
3301504,MG,SUDESTE, 0.71,5493.23,14098,SEMANAL,12
3303609,MG,SUDESTE, 0.71,5524.25,29460,QUINZENAL,4
3304904,SP,SUDESTE, 0.71,5750.32,20095,,13
3110905,SP,SUDESTE, 0.71,5791.52,13037,SEMANAL,5
3114303,SP,SUDESTE, 0.71,5852.93,10409,,12
3538907,RJ,SUDESTE, 0.71,5926.17,66308,QUINZENAL,12
3511706,MG,SUDESTE, 0.71,5974.64,51024,SEMANAL,27
3525508,MG,SUDESTE, 0.71,6067.04,78616,,
3306107,SP,SUDESTE, 0.71,6199.6,10720,QUINZENAL,4
3169406,RJ,SUDESTE, 0.71,6206.64,52461,QUINZENAL,24
3162500,RJ,SUDESTE, 0.71,6208.4,49691,QUINZENAL,15
3133600,SP,SUDESTE, 0.71,6219.06,43740,SEMANAL,119
3506300,MG,SUDESTE, 0.71,6342.82,21947,SEMANAL,20
3305505,SC,SUL, 0.71,6352.72,22962,SEMANAL,2
3304300,SP,SUDESTE, 0.71,6478.86,13010,SEMANAL,5
3546801,SP,SUDESTE, 0.71,6690.21,20777,,
3123601,PR,SUL, 0.71,6722.33,42153,SEMANAL,5
4217709,ES,SUDESTE, 0.71,6833.2,112711,,22
3546009,MG,SUDESTE, 0.71,6836.13,18942,QUINZENAL,7
3509403,SP,SUDESTE, 0.71,68834.99,108309,SEMANAL,27
4109807,SP,SUDESTE, 0.71,6992.86,15962,QUINZENAL,5
3201506,MG,SUDESTE, 0.71,7018.64,18628,QUINZENAL,2
3147204,SP,SUDESTE, 0.71,7051.93,50131,SEMANAL,50
3556800,RO,NORTE, 0.71,7055.19,74503,SEMANAL,20
3513504,MG,SUDESTE, 0.71,7094.63,67123,QUINZENAL,27
4208807,PR,SUL, 0.71,7220.18,15881,SEMANAL,1
3128303,SP,SUDESTE, 0.71,7343.44,10986,,
3537800,MT,CENTRO-OESTE, 0.71,7398.53,28051,SEMANAL,74
1100023,SP,SUDESTE, 0.71,7576.14,129685,SEMANAL,
3139409,SP,SUDESTE, 0.71,7623.15,7385,,0
4120002,GO,CENTRO-OESTE, 0.71,7659.37,10575,QUINZENAL,5
3538204,SC,SUL, 0.71,77.67,14613,QUINZENAL,5
5103205,RO,NORTE, 0.71,7706.81,106800,SEMANAL,6
3522208,SP,SUDESTE, 0.71,7707.32,39618,,3
3528106,ES,SUDESTE, 0.71,7715.95,174879,SEMANAL,75
5204300,RO,NORTE, 0.71,7724.46,334661,,
1100122,SP,SUDESTE, 0.71,7731.09,12942,QUINZENAL,8
3535507,RS,SUL, 0.71,7863.72,29727,SEMANAL,16
3201209,SC,SUL, 0.71,7965.91,5323,SEMANAL,2
1100205,SP,SUDESTE, 0.71,8079.36,25936,QUINZENAL,
3553609,RS,SUL, 0.71,8262.68,10262,QUINZENAL,4
4320800,SC,SUL, 0.71,8293.06,6716,SEMANAL,10
4218103,MT,CENTRO-OESTE, 0.71,8437.36,10842,QUINZENAL,
3530102,SP,SUDESTE, 0.71,8447.6,15144,QUINZENAL,5
4301404,RS,SUL, 0.71,8604.35,16291,SEMANAL,9
4218400,RS,SUL, 0.71,8639.9,3666,SEMANAL,1
5107941,SC,SUL, 0.71,8678.27,19492,QUINZENAL,1
3511409,SP,SUDESTE, 0.71,8791.38,3586,QUINZENAL,0
4321105,SC,SUL, 0.71,8881.83,4320,SEMANAL,5
4309159,RJ,SUDESTE, 0.71,9068.18,88503,QUINZENAL,76
4208500,SC,SUL, 0.71,9143.64,8602,SEMANAL,0
3516804,RS,SUL, 0.71,9173.43,5397,QUINZENAL,1
4214904,RS,SUL, 0.71,9218.14,6841,QUINZENAL,0
3300308,PR,SUL, 0.71,9247.02,23637,SEMANAL,19
4207809,PR,SUL, 0.71,9280.95,17778,SEMANAL,1
4301651,PR,SUL, 0.71,9356.23,92782,SEMANAL,8
4308003,PR,SUL, 0.71,9421.38,37827,SEMANAL,4
4102109,MG,SUDESTE, 0.71,9425.99,23576,SEMANAL,9
4126306,SC,SUL, 0.71,9558.06,10229,SEMANAL,0
4104204,MG,SUDESTE, 0.71,9561.78,53957,SEMANAL,40
4115804,SC,SUL, 0.71,9572.4,15530,QUINZENAL,28
3152808,RS,SUL, 0.71,9598.16,2474,QUINZENAL,6
4204707,SC,SUL, 0.71,9650.81,6730,SEMANAL,3
3149309,SP,SUDESTE, 0.71,9677.59,5586,QUINZENAL,1
4202107,SP,SUDESTE, 0.71,9686.53,7244,,4
4312005,PR,SUL, 0.71,9801.33,20957,SEMANAL,9
4214607,MG,SUDESTE, 0.71,9836.5,19100,QUINZENAL,0
3545704,MG,SUDESTE, 0.71,9859.4,32687,SEMANAL,5
3503406,PR,SUL, 0.71,9993.99,30847,SEMANAL,30
4105904,GO,CENTRO-OESTE, 0.71,,5446,QUINZENAL,2
3111101,PR,SUL, 0.71,,14323,SEMANAL,11
3104205,SC,SUL, 0.71,,4696,SEMANAL,0
4117701,SP,SUDESTE, 0.71,,344596,,
4201406,SP,SUDESTE, 0.72,12469,13854,SEMANAL,0
3527603,SC,SUL, 0.72,10258.91,6354,SEMANAL,44
4211207,RS,SUL, 0.72,10269.34,26759,SEMANAL,
3534203,SP,SUDESTE, 0.72,10287.38,52065,SEMANAL,
4215455,SP,SUDESTE, 0.72,10407.28,8360,QUINZENAL,4
4203105,SP,SUDESTE, 0.72,10438.62,8837,QUINZENAL,0
4308508,SC,SUL, 0.72,10540.25,16257,SEMANAL,7
3553708,SC,SUL, 0.72,10578.99,2753,SEMANAL,1
3542107,PR,SUL, 0.72,10581.5,102985,SEMANAL,15
3554706,PR,SUL, 0.72,10660.62,80476,SEMANAL,70
4217808,MG,SUDESTE, 0.72,10666.91,73007,QUINZENAL,39
4210852,SP,SUDESTE, 0.72,10816.71,4774,QUINZENAL,4
4119152,SC,SUL, 0.72,11139.22,3526,SEMANAL,0
4104303,RS,SUL, 0.72,11398.78,1682,,0
3147105,SC,SUL, 0.72,11537.62,11847,SEMANAL,7
3539905,PR,SUL, 0.72,11547.34,4049,SEMANAL,0
4219101,SP,SUDESTE, 0.72,11592.7,2196,QUINZENAL,4
4319752,MS,CENTRO-OESTE, 0.72,11712.99,79059,SEMANAL,10
4204509,GO,CENTRO-OESTE, 0.72,11857.27,39024,QUINZENAL,67
4118451,ES,SUDESTE, 0.72,11860.71,10143,QUINZENAL,29
3525854,SC,SUL, 0.72,11953.97,1822,,
5008305,SC,SUL, 0.72,11954.96,37429,QUINZENAL,6
5213103,SC,SUL, 0.72,11991.21,18521,SEMANAL,10
3202504,SP,SUDESTE, 0.72,12032.89,13449,QUINZENAL,9
4204756,RJ,SUDESTE, 0.72,12189.24,170753,QUINZENAL,17
4219507,SP,SUDESTE, 0.72,12226.76,6700,QUINZENAL,5
4210506,SC,SUL, 0.72,12559.07,20031,SEMANAL,3
3545605,SP,SUDESTE, 0.72,12990.74,21435,SEMANAL,19
3300407,SP,SUDESTE, 0.72,13637.99,15906,SEMANAL,16
3511300,SP,SUDESTE, 0.72,13974.52,357064,SEMANAL,77
