Região;País;Item;Canal;Prioridade Pedido;Data Pedido;ID Pedido;Data Envio;Unidades Vendidas;Preço Unit;Custo Unit;Receita Total;Custo Total;Lucro Total
África Subsaariana;Rwanda;Carne;Offline;C;21/08/13;884493243;02/10/13;61;421,89;364,69;25735,29;22246,09;3489,2
Ásia;Cambodia;Cosméticos;Offline;M;10/12/10;533006703;23/01/11;7383;437,2;263,33;3227847,6;1944165,39;1283682,21
África Subsaariana;Central African Republic;Vegetais;Online;C;04/09/12;641146934;04/10/12;8480;154,06;90,93;1306428,8;771086,4;535342,4
Ásia;Maldives;Cosméticos;Offline;M;15/10/11;573025262;14/11/11;9764;437,2;263,33;4268820,8;2571154,12;1697666,68
África Subsaariana;Djibouti;Eletrodomésticos;Offline;C;26/08/13;663065516;09/09/13;4676;668,27;502,54;3124830,52;2349877,04;774953,48
Ásia;Tajikistan;Bebidas;Online;M;17/02/17;866004025;04/03/17;8691;47,45;31,79;412387,95;276286,89;136101,06
Ásia;Sri Lanka;Comida para bebê;Online;H;19/10/10;306889617;21/10/10;4312;255,28;159,42;1100767,36;687419,04;413348,32
Europa;Montenegro;Cuidados Pessoais;Online;M;30/07/14;431083619;10/08/14;6077;81,73;56,67;496673,21;344383,59;152289,62
Oriente Médio e Norte da África;United Arab Emirates;Cuidados Pessoais;Online;H;21/05/15;954259860;04/06/15;5553;81,73;56,67;453846,69;314688,51;139158,18
América Central e o Caribe;Dominican Republic;Cuidados Pessoais;Offline;C;05/05/16;312404668;21/06/16;6338;81,73;56,67;518004,74;359174,46;158830,28
África Subsaariana;Seychelles ;Artigos Escritório;Offline;C;14/04/10;611816871;16/05/10;9063;651,21;524,96;5901916,23;4757712,48;1144203,75
Europa;Iceland;Artigos Escritório;Online;C;26/10/13;879107797;02/11/13;6388;651,21;524,96;4159929,48;3353444,48;806485
África Subsaariana;Nigeria;Vegetais;Offline;C;21/07/10;211201274;09/09/10;8005;154,06;90,93;1233250,3;727894,65;505355,65
África Subsaariana;Rwanda;Frutas;Online;H;09/06/15;925333631;25/07/15;5639;9,33;6,92;52611,87;39021,88;13589,99
Europa;Hungary;Snacks;Offline;C;03/06/10;909053695;27/06/10;8044;152,58;97,44;1227353,52;783807,36;443546,16
Europa;Belarus;Comida para bebê;Online;L;17/05/16;370222795;11/06/16;6007;255,28;159,42;1533466,96;957635,94;575831,02
África Subsaariana;South Sudan;Cosméticos;Offline;H;03/08/13;487014758;30/08/13;7344;437,2;263,33;3210796,8;1933895,52;1276901,28
Europa;Andorra;Vegetais;Online;M;15/09/13;257915914;06/10/13;1905;154,06;90,93;293484,3;173221,65;120262,65
Ásia;Japan;Carne;Offline;M;02/07/10;551725089;10/08/10;6569;421,89;364,69;2771395,41;2395648,61;375746,8
América Central e o Caribe;El Salvador;Carne;Offline;L;18/12/13;957553613;10/01/14;248;421,89;364,69;104628,72;90443,12;14185,6
África Subsaariana;Kenya;Artigos Escritório;Offline;L;19/03/16;234825313;23/03/16;8883;651,21;524,96;5784698,43;4663219,68;1121478,75
Europa;Bosnia and Herzegovina;Snacks;Online;M;09/06/10;363276517;09/07/10;449;152,58;97,44;68508,42;43750,56;24757,86
Europa;Andorra;Cuidados Pessoais;Online;M;21/05/17;692956054;23/06/17;9950;81,73;56,67;813213,5;563866,5;249347
África Subsaariana;Cape Verde;Cosméticos;Online;H;12/06/13;194225251;19/06/13;4423;437,2;263,33;1933735,6;1164708,59;769027,01
Austrália e Oceania;Nauru;Frutas;Online;L;22/02/10;607757937;05/04/10;7934;9,33;6,92;74024,22;54903,28;19120,94
Europa;Czech Republic;Cereais;Offline;H;29/06/12;594540441;30/07/12;6583;205,7;117,11;1354123,1;770935,13;583187,97
Europa;Serbia;Vegetais;Online;L;23/03/15;685871589;05/04/15;3500;154,06;90,93;539210;318255;220955
Austrália e Oceania;Tuvalu;Cereais;Offline;C;12/02/14;133362710;23/03/14;3844;205,7;117,11;790710,8;450170,84;340539,96
África Subsaariana;Madagascar;Roupas;Offline;H;22/05/17;958937633;05/07/17;9810;109,28;35,84;1072036,8;351590,4;720446,4
África Subsaariana;Ethiopia;Vegetais;Online;C;06/08/11;304832684;06/09/11;5620;154,06;90,93;865817,2;511026,6;354790,6
Ásia;Malaysia;Comida para bebê;Offline;L;14/11/10;783596694;24/12/10;2530;255,28;159,42;645858,4;403332,6;242525,8
África Subsaariana;Tanzania;Eletrodomésticos;Offline;C;05/04/15;128090989;27/04/15;3825;668,27;502,54;2556132,75;1922215,5;633917,25
África Subsaariana;Cote d'Ivoire;Vegetais;Offline;M;08/07/14;641489398;28/07/14;9823;154,06;90,93;1513331,38;893205,39;620125,99
Austrália e Oceania;Solomon Islands;Roupas;Offline;M;09/08/14;647278249;16/09/14;2873;109,28;35,84;313961,44;102968,32;210993,12
Europa;Netherlands;Roupas;Online;H;13/03/11;339256370;31/03/11;2354;109,28;35,84;257245,12;84367,36;172877,76
África Subsaariana;Mali;Comida para bebê;Offline;M;02/03/16;431535089;19/03/16;9677;255,28;159,42;2470344,56;1542707,34;927637,22
Oriente Médio e Norte da África;Afghanistan;Cereais;Offline;C;19/12/15;808538234;16/01/16;3286;205,7;117,11;675930,2;384823,46;291106,74
Europa;Moldova ;Cuidados Pessoais;Online;C;28/03/13;975002133;07/04/13;3653;81,73;56,67;298559,69;207015,51;91544,18
Ásia;Bhutan;Snacks;Online;H;27/06/15;505975615;04/07/15;8283;152,58;97,44;1263820,14;807095,52;456724,62
Ásia;Vietnam;Vegetais;Offline;M;18/02/16;396820008;20/03/16;6714;154,06;90,93;1034358,84;610504,02;423854,82
Europa;Portugal;Vegetais;Online;H;14/06/13;813209140;10/07/13;5511;154,06;90,93;849024,66;501115,23;347909,43
Europa;Spain;Comida para bebê;Online;M;10/05/14;641129338;14/05/14;3273;255,28;159,42;835531,44;521781,66;313749,78
Oriente Médio e Norte da África;Egypt;Carne;Offline;C;17/06/15;636879432;03/07/15;5632;421,89;364,69;2376084,48;2053934,08;322150,4
Europa;Belgium;Snacks;Online;C;11/06/14;277070748;02/07/14;246;152,58;97,44;37534,68;23970,24;13564,44
Ásia;Malaysia;Cosméticos;Offline;H;03/11/13;908627116;24/11/13;1810;437,2;263,33;791332;476627,3;314704,7
América Central e o Caribe;Dominican Republic;Cosméticos;Offline;C;02/04/17;798784863;02/05/17;7047;437,2;263,33;3080948,4;1855686,51;1225261,89
Europa;Estonia;Bebidas;Offline;H;28/05/10;985092818;17/07/10;9711;47,45;31,79;460786,95;308712,69;152074,26
África Subsaariana;Burundi;Snacks;Offline;C;22/05/10;325412309;07/07/10;5588;152,58;97,44;852617,04;544494,72;308122,32
Europa;Latvia;Bebidas;Online;M;02/06/16;447917163;24/06/16;7497;47,45;31,79;355732,65;238329,63;117403,02
Ásia;Tajikistan;Carne;Offline;M;22/08/13;801093709;05/10/13;285;421,89;364,69;120238,65;103936,65;16302
África Subsaariana;Zimbabwe;Frutas;Offline;H;05/10/14;903740775;23/10/14;5833;9,33;6,92;54421,89;40364,36;14057,53
África Subsaariana;Comoros;Carne;Offline;L;31/10/10;794969689;13/11/10;8052;421,89;364,69;3397058,28;2936483,88;460574,4
África Subsaariana;Namibia;Roupas;Online;L;27/11/12;584204280;01/01/13;7884;109,28;35,84;861563,52;282562,56;579000,96
Europa;Slovenia;Cereais;Offline;H;22/05/10;901180875;26/05/10;8302;205,7;117,11;1707721,4;972247,22;735474,18
Europa;Bulgaria;Snacks;Offline;L;31/08/12;645948302;29/09/12;9312;152,58;97,44;1420824,96;907361,28;513463,68
África Subsaariana;Guinea-Bissau;Cereais;Online;L;23/01/15;138867890;22/02/15;2950;205,7;117,11;606815;345474,5;261340,5
África Subsaariana;Lesotho;Bebidas;Offline;L;02/03/10;670613467;21/03/10;8282;47,45;31,79;392980,9;263284,78;129696,12
Ásia;Sri Lanka;Cosméticos;Offline;L;09/05/14;452171361;27/05/14;6409;437,2;263,33;2802014,8;1687681,97;1114332,83
Austrália e Oceania;East Timor;Snacks;Online;H;28/12/10;464840400;05/02/11;5459;152,58;97,44;832934,22;531924,96;301009,26
Europa;Belarus;Eletrodomésticos;Online;M;10/10/14;410231912;24/10/14;5594;668,27;502,54;3738302,38;2811208,76;927093,62
África Subsaariana;Benin;Carne;Offline;H;21/01/15;960269725;22/02/15;4006;421,89;364,69;1690091,34;1460948,14;229143,2
Europa;Ireland;Bebidas;Offline;L;04/04/17;607190167;18/05/17;9919;47,45;31,79;470656,55;315325,01;155331,54
Oriente Médio e Norte da África;Iran;Carne;Offline;H;05/08/16;613542068;11/08/16;9587;421,89;364,69;4044659,43;3496283,03;548376,4
África Subsaariana;Benin;Eletrodomésticos;Offline;C;26/11/16;962186753;12/01/17;1297;668,27;502,54;866746,19;651794,38;214951,81
África Subsaariana;South Sudan;Bebidas;Online;L;23/09/11;806298053;24/10/11;366;47,45;31,79;17366,7;11635,14;5731,56
África Subsaariana;Comoros;Cuidados Pessoais;Online;L;24/10/10;719362294;03/12/10;4144;81,73;56,67;338689,12;234840,48;103848,64
Europa;Poland;Comida para bebê;Online;H;14/08/13;445178306;22/09/13;7008;255,28;159,42;1789002,24;1117215,36;671786,88
Europa;Bosnia and Herzegovina;Cosméticos;Offline;C;04/02/13;247857415;15/02/13;5372;437,2;263,33;2348638,4;1414608,76;934029,64
África Subsaariana;Namibia;Vegetais;Offline;C;11/08/14;461823451;04/09/14;2677;154,06;90,93;412418,62;243419,61;168999,01
Europa;Spain;Artigos Escritório;Offline;C;12/01/17;141812741;24/01/17;4396;651,21;524,96;2862719,16;2307724,16;554995
Oriente Médio e Norte da África;Iran;Carne;Online;C;03/07/16;212874114;17/08/16;3036;421,89;364,69;1280858,04;1107198,84;173659,2
América Central e o Caribe;Guatemala;Artigos Escritório;Offline;C;27/03/10;320368897;02/04/10;3131;651,21;524,96;2038938,51;1643649,76;395288,75
Austrália e Oceania;East Timor;Bebidas;Online;C;05/06/15;179970920;25/06/15;6249;47,45;31,79;296515,05;198655,71;97859,34
Oriente Médio e Norte da África;Bahrain;Eletrodomésticos;Online;H;27/06/12;927666509;17/07/12;5990;668,27;502,54;4002937,3;3010214,6;992722,7
África Subsaariana;Ethiopia;Artigos Escritório;Online;L;19/12/16;169754493;20/01/17;2982;651,21;524,96;1941908,22;1565430,72;376477,5
Austrália e Oceania;Solomon Islands;Cuidados Pessoais;Offline;M;09/03/15;532846200;20/04/15;9886;81,73;56,67;807982,78;560239,62;247743,16
América Central e o Caribe;Belize;Snacks;Online;C;18/06/13;213865458;13/07/13;6397;152,58;97,44;976054,26;623323,68;352730,58
Ásia;Sri Lanka;Artigos Escritório;Online;C;12/08/11;630048596;03/09/11;4236;651,21;524,96;2758525,56;2223730,56;534795
América Central e o Caribe;Costa Rica;Roupas;Offline;H;17/04/14;568944442;24/04/14;2158;109,28;35,84;235826,24;77342,72;158483,52
África Subsaariana;Nigeria;Comida para bebê;Online;L;03/02/12;238414323;27/02/12;951;255,28;159,42;242771,28;151608,42;91162,86
Oriente Médio e Norte da África;Iran;Artigos Escritório;Online;L;01/08/15;816632068;19/09/15;8431;651,21;524,96;5490351,51;4425937,76;1064413,75
África Subsaariana;Djibouti;Comida para bebê;Online;C;11/09/13;402084004;05/10/13;4447;255,28;159,42;1135230,16;708940,74;426289,42
Ásia;South Korea;Snacks;Online;L;08/05/15;763568961;07/06/15;5879;152,58;97,44;897017,82;572849,76;324168,06
América Central e o Caribe;Dominica;Snacks;Offline;L;22/05/15;590198266;01/06/15;1637;152,58;97,44;249773,46;159509,28;90264,18
Ásia;Vietnam;Snacks;Online;L;03/07/13;441395747;19/08/13;7665;152,58;97,44;1169525,7;746877,6;422648,1
Europa;Norway;Cuidados Pessoais;Offline;H;16/06/10;496897733;21/07/10;1936;81,73;56,67;158229,28;109713,12;48516,16
América Central e o Caribe;Haiti;Bebidas;Online;C;08/11/11;106753051;14/11/11;9455;47,45;31,79;448639,75;300574,45;148065,3
América Central e o Caribe;Jamaica;Frutas;Offline;L;17/10/16;941323029;27/10/16;7258;9,33;6,92;67717,14;50225,36;17491,78
África Subsaariana;Sudan;Vegetais;Offline;M;02/02/14;241281497;03/03/14;9412;154,06;90,93;1450012,72;855833,16;594179,56
África Subsaariana;Angola;Carne;Offline;L;30/04/16;267614781;12/05/16;2016;421,89;364,69;850530,24;735215,04;115315,2
América Central e o Caribe;Panama;Cosméticos;Offline;M;31/08/10;651621711;16/10/10;8200;437,2;263,33;3585040;2159306;1425734
Europa;Greece;Cuidados Pessoais;Online;M;08/08/15;644913613;07/09/15;3124;81,73;56,67;255324,52;177037,08;78287,44
África Subsaariana;Madagascar;Cereais;Offline;H;18/08/16;469414317;19/08/16;8983;205,7;117,11;1847803,1;1051999,13;795803,97
África Subsaariana;Guinea-Bissau;Roupas;Online;L;18/06/15;867360150;01/07/15;9998;109,28;35,84;1092581,44;358328,32;734253,12
América do Norte;Greenland;Roupas;Online;L;28/01/11;851299941;01/02/11;7425;109,28;35,84;811404;266112;545292
Oriente Médio e Norte da África;Libya;Bebidas;Offline;H;04/02/11;854095017;04/03/11;4550;47,45;31,79;215897,5;144644,5;71253
Europa;Belarus;Vegetais;Offline;C;03/11/12;478919208;27/11/12;1691;154,06;90,93;260515,46;153762,63;106752,83
Oriente Médio e Norte da África;Lebanon;Roupas;Offline;H;18/09/14;749258840;05/11/14;1196;109,28;35,84;130698,88;42864,64;87834,24
África Subsaariana;Djibouti;Comida para bebê;Offline;H;17/05/12;958912742;28/06/12;2444;255,28;159,42;623904,32;389622,48;234281,84
América Central e o Caribe;Barbados;Cuidados Pessoais;Online;C;20/02/10;921992242;04/03/10;6848;81,73;56,67;559687,04;388076,16;171610,88
África Subsaariana;Guinea-Bissau;Vegetais;Online;L;28/02/17;522921168;02/03/17;2849;154,06;90,93;438916,94;259059,57;179857,37
Europa;Finland;Cuidados Pessoais;Offline;C;17/05/13;166435849;07/06/13;921;81,73;56,67;75273,33;52193,07;23080,26
América Central e o Caribe;Haiti;Comida para bebê;Offline;L;09/11/13;327585113;23/11/13;8569;255,28;159,42;2187494,32;1366069,98;821424,34
África Subsaariana;Niger;Roupas;Offline;M;10/01/12;201730287;19/02/12;5330;109,28;35,84;582462,4;191027,2;391435,2
América Central e o Caribe;Trinidad and Tobago;Frutas;Offline;L;24/09/13;854545199;09/11/13;7769;9,33;6,92;72484,77;53761,48;18723,29
América Central e o Caribe;Grenada;Cuidados Pessoais;Online;M;26/09/10;272016179;08/11/10;4487;81,73;56,67;366722,51;254278,29;112444,22
América Central e o Caribe;Dominican Republic;Cereais;Offline;H;21/10/14;110442054;20/11/14;1113;205,7;117,11;228944,1;130343,43;98600,67
Europa;Monaco;Eletrodomésticos;Offline;C;17/01/16;746434152;05/02/16;5308;668,27;502,54;3547177,16;2667482,32;879694,84
Europa;Estonia;Vegetais;Online;L;27/12/16;826916301;07/01/17;1764;154,06;90,93;271761,84;160400,52;111361,32
Europa;Italy;Bebidas;Offline;H;30/08/13;419124829;19/09/13;7206;47,45;31,79;341924,7;229078,74;112845,96
Ásia;Malaysia;Artigos Escritório;Online;C;07/07/14;560608565;24/08/14;5387;651,21;524,96;3508068,27;2827959,52;680108,75
África Subsaariana;Ghana;Artigos Escritório;Offline;L;29/11/13;109228837;07/12/13;2095;651,21;524,96;1364284,95;1099791,2;264493,75
Oriente Médio e Norte da África;Pakistan;Roupas;Offline;C;29/01/11;693159472;05/02/11;146;109,28;35,84;15954,88;5232,64;10722,24
Ásia;Sri Lanka;Snacks;Offline;L;13/11/13;860886800;23/11/13;4390;152,58;97,44;669826,2;427761,6;242064,6
Europa;Romania;Frutas;Offline;C;09/04/12;131209647;03/05/12;6705;9,33;6,92;62557,65;46398,6;16159,05
Oriente Médio e Norte da África;Qatar;Artigos Escritório;Online;H;28/06/12;343239343;13/07/12;1004;651,21;524,96;653814,84;527059,84;126755
África Subsaariana;Cote d'Ivoire;Roupas;Online;H;08/06/10;706399714;19/07/10;8228;109,28;35,84;899155,84;294891,52;604264,32
Oriente Médio e Norte da África;Egypt;Artigos Escritório;Online;M;23/08/10;950427091;14/09/10;1352;651,21;524,96;880435,92;709745,92;170690
Oriente Médio e Norte da África;Iran;Snacks;Offline;H;11/12/14;875370299;28/12/14;379;152,58;97,44;57827,82;36929,76;20898,06
Oriente Médio e Norte da África;Somalia;Roupas;Online;C;27/01/11;801590669;15/03/11;7347;109,28;35,84;802880,16;263316,48;539563,68
Oriente Médio e Norte da África;Syria;Cuidados Pessoais;Offline;C;07/05/14;219762027;28/05/14;1322;81,73;56,67;108047,06;74917,74;33129,32
Austrália e Oceania;Solomon Islands;Cereais;Offline;C;08/11/10;940870702;21/11/10;3404;205,7;117,11;700202,8;398642,44;301560,36
América Central e o Caribe;Guatemala;Frutas;Online;M;30/03/14;346215522;04/05/14;1721;9,33;6,92;16056,93;11909,32;4147,61
Oriente Médio e Norte da África;Kuwait;Roupas;Offline;C;09/07/16;837407815;20/07/16;6436;109,28;35,84;703326,08;230666,24;472659,84
Oriente Médio e Norte da África;Jordan;Carne;Online;L;15/07/14;386371409;19/07/14;4741;421,89;364,69;2000180,49;1728995,29;271185,2
Austrália e Oceania;Marshall Islands;Bebidas;Offline;H;14/10/13;185342633;24/11/13;5859;47,45;31,79;278009,55;186257,61;91751,94
Oriente Médio e Norte da África;Egypt;Snacks;Offline;C;13/01/17;596870315;18/02/17;6045;152,58;97,44;922346,1;589024,8;333321,3
Europa;Switzerland;Carne;Online;C;22/12/12;703815782;07/01/13;3585;421,89;364,69;1512475,65;1307413,65;205062
Austrália e Oceania;Samoa ;Cuidados Pessoais;Online;C;16/04/10;559352862;04/06/10;3797;81,73;56,67;310328,81;215175,99;95152,82
Europa;Portugal;Cosméticos;Offline;C;27/02/11;736967885;12/03/11;4029;437,2;263,33;1761478,8;1060956,57;700522,23
Europa;Albania;Roupas;Offline;C;14/01/15;980459678;09/02/15;8661;109,28;35,84;946474,08;310410,24;636063,84
América Central e o Caribe;Dominica;Vegetais;Offline;C;16/11/14;653939568;06/12/14;4105;154,06;90,93;632416,3;373267,65;259148,65
Austrália e Oceania;Tuvalu;Cosméticos;Online;H;17/01/16;991831386;29/01/16;3803;437,2;263,33;1662671,6;1001443,99;661227,61
Austrália e Oceania;Marshall Islands;Cereais;Online;L;29/05/17;148871457;06/07/17;3227;205,7;117,11;663793,9;377913,97;285879,93
Europa;Bulgaria;Frutas;Online;H;10/02/15;850108611;25/02/15;4884;9,33;6,92;45567,72;33797,28;11770,44
África Subsaariana;Niger;Artigos Escritório;Offline;M;08/12/13;940904176;07/01/14;3309;651,21;524,96;2154853,89;1737092,64;417761,25
América Central e o Caribe;Saint Vincent and the Grenadines;Artigos Escritório;Offline;H;10/12/15;136931979;13/12/15;70;651,21;524,96;45584,7;36747,2;8837,5
África Subsaariana;Malawi;Bebidas;Offline;L;04/09/16;474178349;26/09/16;8766;47,45;31,79;415946,7;278671,14;137275,56
África Subsaariana;Cape Verde;Cuidados Pessoais;Offline;L;19/07/16;458942115;29/07/16;25;81,73;56,67;2043,25;1416,75;626,5
América Central e o Caribe;Saint Vincent and the Grenadines;Bebidas;Offline;C;09/01/17;917834603;13/01/17;6510;47,45;31,79;308899,5;206952,9;101946,6
Europa;Greece;Cuidados Pessoais;Offline;H;05/11/16;947779643;05/12/16;7913;81,73;56,67;646729,49;448429,71;198299,78
Europa;Monaco;Roupas;Online;L;31/10/15;166013562;26/11/15;5957;109,28;35,84;650980,96;213498,88;437482,08
África Subsaariana;Nigeria;Bebidas;Online;L;25/01/11;960085189;13/02/11;9397;47,45;31,79;445887,65;298730,63;147157,02
Europa;Norway;Cosméticos;Offline;C;08/11/15;837855851;08/11/15;9020;437,2;263,33;3943544;2375236,6;1568307,4
América do Norte;Greenland;Snacks;Offline;L;24/06/10;977499377;12/08/10;2643;152,58;97,44;403268,94;257533,92;145735,02
Oriente Médio e Norte da África;Tunisia ;Bebidas;Online;L;27/02/14;377502095;03/03/14;114;47,45;31,79;5409,3;3624,06;1785,24
Ásia;Uzbekistan;Carne;Offline;H;05/02/13;806662833;27/03/13;8313;421,89;364,69;3507171,57;3031667,97;475503,6
América Central e o Caribe;Saint Kitts and Nevis ;Vegetais;Online;H;15/04/17;954092919;11/05/17;6152;154,06;90,93;947777,12;559401,36;388375,76
América Central e o Caribe;Belize;Carne;Online;L;09/04/11;479216182;26/04/11;9572;421,89;364,69;4038331,08;3490812,68;547518,4
África Subsaariana;Angola;Cuidados Pessoais;Online;H;13/12/10;461768949;30/12/10;6548;81,73;56,67;535168,04;371075,16;164092,88
Ásia;Bhutan;Carne;Online;C;13/05/14;251800048;22/05/14;2085;421,89;364,69;879640,65;760378,65;119262
América Central e o Caribe;Honduras;Cuidados Pessoais;Offline;L;16/01/13;619670808;25/02/13;3217;81,73;56,67;262925,41;182307,39;80618,02
África Subsaariana;South Sudan;Eletrodomésticos;Offline;H;09/12/10;606055057;23/01/11;4014;668,27;502,54;2682435,78;2017195,56;665240,22
Ásia;Kyrgyzstan;Comida para bebê;Online;L;24/01/13;671939122;14/02/13;573;255,28;159,42;146275,44;91347,66;54927,78
África Subsaariana;Sao Tome and Principe;Cosméticos;Offline;M;25/02/14;448621833;03/03/14;6025;437,2;263,33;2634130;1586563,25;1047566,75
África Subsaariana;Madagascar;Frutas;Online;M;23/07/17;987714517;11/09/17;5530;9,33;6,92;51594,9;38267,6;13327,3
África Subsaariana;Senegal;Eletrodomésticos;Online;H;07/05/16;711141002;14/06/16;1280;668,27;502,54;855385,6;643251,2;212134,4
África Subsaariana;Sierra Leone;Artigos Escritório;Online;C;24/03/12;361137616;18/04/12;7501;651,21;524,96;4884726,21;3937724,96;947001,25
Ásia;Malaysia;Eletrodomésticos;Offline;H;03/10/11;750253188;21/11/11;5446;668,27;502,54;3639398,42;2736832,84;902565,58
América Central e o Caribe;Cuba;Artigos Escritório;Online;C;22/12/14;511349046;02/01/15;8401;651,21;524,96;5470815,21;4410188,96;1060626,25
África Subsaariana;Zimbabwe;Cuidados Pessoais;Offline;L;23/08/11;147599017;28/08/11;6684;81,73;56,67;546283,32;378782,28;167501,04
Europa;Serbia;Bebidas;Online;H;18/04/15;682489430;23/05/15;2644;47,45;31,79;125457,8;84052,76;41405,04
Ásia;Maldives;Vegetais;Offline;M;11/01/14;509819114;23/02/14;5660;154,06;90,93;871979,6;514663,8;357315,8
Europa;Ireland;Artigos Escritório;Offline;M;27/02/12;343699395;02/04/12;7144;651,21;524,96;4652244,24;3750314,24;901930
Europa;Romania;Roupas;Offline;L;04/04/11;968554103;08/04/11;5537;109,28;35,84;605083,36;198446,08;406637,28
Europa;Croatia;Bebidas;Online;M;26/12/13;989119565;06/01/14;1315;47,45;31,79;62396,75;41803,85;20592,9
Europa;Albania;Vegetais;Offline;M;12/09/12;880444610;31/10/12;1980;154,06;90,93;305038,8;180041,4;124997,4
América Central e o Caribe;Dominican Republic;Vegetais;Offline;L;19/12/15;737890565;15/01/16;7071;154,06;90,93;1089358,26;642966,03;446392,23
África Subsaariana;Zimbabwe;Vegetais;Online;M;26/06/14;727131259;09/08/14;3153;154,06;90,93;485751,18;286702,29;199048,89
África Subsaariana;Ghana;Artigos Escritório;Offline;L;02/03/15;634153020;11/03/15;8826;651,21;524,96;5747579,46;4633296,96;1114282,5
Ásia;Laos;Bebidas;Online;H;17/08/14;315254676;08/09/14;9719;47,45;31,79;461166,55;308967,01;152199,54
América Central e o Caribe;Panama;Cuidados Pessoais;Offline;M;19/07/10;147047555;03/09/10;3494;81,73;56,67;285564,62;198004,98;87559,64
África Subsaariana;Angola;Eletrodomésticos;Online;L;14/01/13;576455485;13/02/13;4843;668,27;502,54;3236431,61;2433801,22;802630,39
Oriente Médio e Norte da África;Syria;Snacks;Offline;L;19/07/10;770714795;26/08/10;490;152,58;97,44;74764,2;47745,6;27018,6
África Subsaariana;Sierra Leone;Cosméticos;Offline;H;11/07/11;867374312;03/08/11;4189;437,2;263,33;1831430,8;1103089,37;728341,43
África Subsaariana;Uganda;Frutas;Online;L;04/05/10;624295365;23/06/10;1727;9,33;6,92;16112,91;11950,84;4162,07
Ásia;Taiwan;Roupas;Offline;M;13/10/13;769651782;03/11/13;5921;109,28;35,84;647046,88;212208,64;434838,24
Oriente Médio e Norte da África;Azerbaijan;Vegetais;Online;C;27/07/14;751929891;01/08/14;1619;154,06;90,93;249423,14;147215,67;102207,47
Ásia;Maldives;Artigos Escritório;Online;H;04/04/10;989928519;11/04/10;702;651,21;524,96;457149,42;368521,92;88627,5
África Subsaariana;Mauritania;Carne;Offline;H;17/08/14;622758996;01/10/14;7081;421,89;364,69;2987403,09;2582369,89;405033,2
África Subsaariana;Burundi;Comida para bebê;Online;H;04/01/16;659845149;29/01/16;1698;255,28;159,42;433465,44;270695,16;162770,28
África Subsaariana;Zambia;Comida para bebê;Offline;H;17/05/11;830923306;05/06/11;7526;255,28;159,42;1921237,28;1199794,92;721442,36
Ásia;Singapore;Bebidas;Offline;L;12/02/10;936042296;17/03/10;4571;47,45;31,79;216893,95;145312,09;71581,86
África Subsaariana;Ghana;Eletrodomésticos;Online;L;17/02/15;395563447;30/03/15;4869;668,27;502,54;3253806,63;2446867,26;806939,37
África Subsaariana;Guinea;Carne;Offline;M;07/06/11;500160586;07/06/11;7487;421,89;364,69;3158690,43;2730434,03;428256,4
África Subsaariana;Zambia;Frutas;Online;L;26/05/15;360820043;02/07/15;3524;9,33;6,92;32878,92;24386,08;8492,84
Europa;Georgia;Snacks;Online;C;24/05/10;958840644;02/06/10;1109;152,58;97,44;169211,22;108060,96;61150,26
Oriente Médio e Norte da África;Bahrain;Comida para bebê;Online;M;21/02/11;195833718;07/04/11;404;255,28;159,42;103133,12;64405,68;38727,44
África Subsaariana;Lesotho;Cuidados Pessoais;Offline;M;28/06/14;543723094;02/07/14;8601;81,73;56,67;702959,73;487418,67;215541,06
América Central e o Caribe;Barbados;Cosméticos;Offline;H;15/10/10;494745099;30/10/10;4924;437,2;263,33;2152772,8;1296636,92;856135,88
Oriente Médio e Norte da África;Saudi Arabia;Vegetais;Online;H;18/05/10;411448562;30/06/10;5628;154,06;90,93;867049,68;511754,04;355295,64
Europa;Macedonia;Cuidados Pessoais;Offline;H;02/02/17;276694810;16/02/17;8998;81,73;56,67;735406,54;509916,66;225489,88
Ásia;Turkmenistan;Artigos Escritório;Offline;M;24/11/16;143657672;08/01/17;352;651,21;524,96;229225,92;184785,92;44440
Europa;Albania;Comida para bebê;Online;L;23/12/11;585823476;06/01/12;7040;255,28;159,42;1797171,2;1122316,8;674854,4
Oriente Médio e Norte da África;Afghanistan;Roupas;Online;C;05/12/16;446991050;16/01/17;3440;109,28;35,84;375923,2;123289,6;252633,6
Austrália e Oceania;Kiribati;Roupas;Offline;M;16/02/17;891271722;22/02/17;5963;109,28;35,84;651636,64;213713,92;437922,72
Oriente Médio e Norte da África;Morocco;Cosméticos;Online;C;18/05/10;453089320;16/06/10;8053;437,2;263,33;3520771,6;2120596,49;1400175,11
Europa;Norway;Comida para bebê;Offline;L;07/09/10;887180173;18/10/10;5183;255,28;159,42;1323116,24;826273,86;496842,38
Europa;Sweden;Cosméticos;Online;L;12/03/14;418593108;25/03/14;9858;437,2;263,33;4309917,6;2595907,14;1714010,46
Ásia;Tajikistan;Cuidados Pessoais;Online;M;16/07/10;492689454;16/08/10;6613;81,73;56,67;540480,49;374758,71;165721,78
Europa;Netherlands;Cosméticos;Online;M;05/12/16;825143039;20/12/16;7017;437,2;263,33;3067832,4;1847786,61;1220045,79
Europa;Spain;Vegetais;Online;L;08/10/13;751940190;10/10/13;4667;154,06;90,93;718998,02;424370,31;294627,71
